code,title,description,key,note,offered,credits,prereqs,ol_prereqs,restrictions,srcdb
"PRTH 845","Practical Theology Literature Review I","This course familiarizes students with the processes, resources, and skills involved in surveying, analyzing, and synthesizing the scholarly literature related to a research topic to position the student’s own research within the scholarly conversation of the topic.","4681","","Online","3","APOL 701 and APOL 702 and APOL 815 and RTCH 710 and RTCH 805 and THEO 706","","","2022"
"PRTH 846","Practical Theology Literature Review II","This course applies the principles, resources, and skills learned in previous courses for conducting an academic literature review, including the theoretical framework and research methodology. Students will accomplish this by creating a literature review of the academic conversations around their proposed topic for the purpose of determining both their topic’s suitability for a dissertation as well as positioning the student’s research as a contribution to the on-going scholarly conversations of the topic.","4682","","Online","3","PRTH 845","","","2022"
"PRTH 847","Practical Theology Topical Research I","In this course, students will be introduced to the various methods and requisite skills involved in conducting focused doctoral-level research of a proposed topic, including both research modalities and resources required to conduct a thorough investigation of a topic in support of a proposed dissertation.","4683","","Online","3","PRTH 845 and PRTH 846","","","2022"
"PRTH 848","Practical Theology Topical Research II","In this course, students will learn to execute focused research in an appropriate field of study and further develop their ability to both collect data and use that data in ways that are discernable to an academic audience. Students will accomplish this by identifying a research inquiry that is appropriate to their program, designing a research argument that helps satisfy that inquiry, and producing an academic presentation that articulates that argument and reflects scholarly research.","4684","","Online","3","PRTH 847","","","2022"
"PRTH 849","Practical Theology Dissertation Presentation I","In this course students will improve their ability to synthesize information and articulate the relationships between interrelated concepts that pertain to an appropriate area of study. To this end, students will examine and analyze the scholarly works of others so that they may grow in their ability to organize an argument in a compelling way.","4685","","Online","3","PRTH 847 and PRTH 848","","","2022"
"PRTH 850","Practical Theology Dissertation Presentation II","In this course students will draw upon what they have learned throughout this program to develop a compelling dissertation concept and articulate how a compelling argument will be investigated and ultimately satisfied in their coming dissertation project. This will be achieved after students fine-tune a dissertation proposal and develop an engaging and well-organized presentation of what they hope to demonstrate in their dissertation project.","4686","","Online","3","PRTH 849","","","2022"
"PRTH 945","Practical Theology I: Literature Review","The course is designed for the student to develop a review of literature with an annotated bibliography based on the subject of the candidate’s dissertation topic.","4687","","Online","6","PRTH 815 and RTCH 710 and RTCH 805 and THEO 706","","","2022"
"PRTH 946","Practical Theology II: Topical Research","The course allows the student to do focused research on their chosen subject to expand upon the candidate’s dissertation prospectus.","4688","","Online","6","PRTH 945","","","2022"
"PRTH 947","Practical Theology III: Dissertation Presentation","This course allows the student to demonstrate the sustainability and uniqueness of their chosen topic based on the literature review and preliminary research. Comprehensive exams will help the student demonstrate their mastery of the undergirding principles of this degree. Upon the successful completion of this course, the student becomes a doctoral candidate.","4689","","Online","6","PRTH 946","","","2022"
"PRTH 987","Dissertation Writing in Practical Theology I","This course allows the doctoral candidate the opportunity to develop the dissertation prospectus, including chapters one and two of the dissertation.","4690","","Online","5","PRTH 850","","","2022"
"PRTH 988","Dissertation Writing in Practical Theology II","This course allows the doctoral candidate to develop dissertation research, analyze research findings, and compile conclusions based on guided research based on an approved dissertation prospectus. The outcome of dissertation writing by the conclusion of the course should approximate three chapters of content for the student’s dissertation.","4691","","Online","5","PRTH 987","","","2022"
"PRTH 989","Dissertation Writing in Practical Theology III","This course allows the doctoral candidate the opportunity to expand and strengthen the content of the final chapters and editing of the full dissertation. This course may be repeated until the dissertation supervisor indicates the dissertation is ready to be defended.","4692","","Online","5","PRTH 988","","","2022"
"PRTH 990","Dissertation Defense for Practical Theology","Oral defense of the doctoral candidate's practical theology dissertation.","4693","","Online","0","PRTH 989","","","2022"
"PSCI 501","Political Science, Public Policy &amp; Statesmanship","This course establishes the major facets of the study of political science and explains the relationship between political science and the public policy process.  Students will also discuss and apply a Biblical model of statesmanship to this process and political context.","4694","","Online","3","","","","2022"
"PSCI 600","Comparative Politics","This course provides comparative frameworks for alternative models of politics, government, international relations, and statesmanship.  Students will compare not only the American system of government and politics to other systems, but also examine the key philosophical and theoretical influences of these various systems, particularly in light of a Biblical perspective on government, politics, and statesmanship.","4695","","Online","3","","","","2022"
"PSCI 610","Contemporary Political Process &amp; Trends","This course examines the current challenges and opportunities facing those who would lead as statesmen and women in the political context.  Contemporary philosophical influences, electoral and demographic changes, and geopolitical realignments and forces will all be considered in light of a Biblical perspective.  Students will be challenged to apply key concepts of political science to these discussions.","4696","","Online","3","","","","2022"
"PSCI 688","Thesis Proposal","Students will collaborate with a faculty advisor to develop their thesis proposal. It is expected that the proposal for the thesis project will be relevant to the student's studies in their master's degree program and will direct their research to make an academic contribution to the body of knowledge in political science. At the completion of this course, the student will be ready to begin data collection and research.","4697","","Online","3","","","","2022"
"PSCI 689","Thesis Research","This course is designed to help students complete their master's thesis in political science. It is expected that research for the thesis project will be relevant to the student's studies in the master's degree program and will make an academic contribution to the body of knowledge in political science.","4698","","Online","3","PSCI 688","","","2022"
"PSCI 690","Thesis Defense","Intended to demonstrate a student's ability to carry out original research. Thesis may be designed to answer practical research questions, or address theoretical or ethical issues of interest to scholars and professionals in the field of political science. Credit is not awarded until the thesis has been accepted.","4699","","Online","3","","","","2022"
"PSYC 101","General Psychology","Introduction to Psychology as a scientific discipline concerned with the study of behavior. Consideration will be given to such topics as human development, motivation, emotion, perception, learning, personality, intelligence, measurement and applied areas.","4700","","Resident and Online","3","","","","2022"
"PSYC 200","General Psychology","","4701","","","3","","","","2022"
"PSYC 210","Developmental Psychology","An overview of the human life span from conception through senescence. Continuity of development as well as critical periods faced by the maturing human will be emphasized using contemporary theories and research as foundation materials. ","4702","","Resident and Online","3","","","","2022"
"PSYC 221","Psychology of Childhood","A study of child growth and development from birth to puberty. Examination of the basic theories principles and practices of childhood training and education.","4703","","Resident and Online","3","(PSYC 200 or PSYC 101 or PSYC 210 or GEED 201) and PSYC 255","","","2022"
"PSYC 231","Psychology of Adolescence","An investigation of the psychological and environmental factors related to puberty, peer identification and identity conflict in the adolescent. Emphasis will be upon the development of self-identity and the problems faced by the American adolescent.","4704","","Resident and Online","3","(PSYC 200 or PSYC 101 or PSYC 210 or GEED 201) and PSYC 255","","","2022"
"PSYC 235","Psychology of Adulthood","The focus will be on viewing adult development as an integrative, dynamic and continuous process terminated only at death. The whole span of adulthood will be examined, including retirement and old age.","4705","","Resident and Online","3","(PSYC 200 or PSYC 101 or PSYC 210 or GEED 201) and PSYC 255","","","2022"
"PSYC 255","Introduction to Research","An introduction to psychological research techniques and methodology designed to improve students' understanding of the basic issues in the scientific methods of the social sciences. The goals of the course are: to improve students' understanding of the concepts related to research methodology; to improve the students' ability to communicate ideas about science, including a significant amount of writing; and survey of both quantitative and qualitative research methods.","4706","","Resident and Online","3","PSYC 200 or PSYC 210 or PSYC 101 or GEED 201","","","2022"
"PSYC 299","Internship","Selected topics in psychology will be treated at an advanced level. Experience will be acquired in clinic settings and through exposure/intern opportunities. Application procedures processed through the Career Center. Must apply semester prior to internship.","4707","","Resident and Online","0","PSYC 255","","","2022"
"PSYC 305","Overview of Theory and Treatment of Substance Abuse","This course includes a thorough examination of the theoretical models of addiction, the introduction to the neurobiology of addiction, the addiction cycle, the evaluation and treatment of addictions, and the trauma that occurs with addictions.","4708","","Resident and Online","3","(PSYC 101 or PSYC 210 or SOCI 201) and PSYC 255","","","2022"
"PSYC 306","Advanced Theory and Treatment of Substance Abuse","Advanced information on the theory and treatment of substance abuse and addiction with both secular and biblical concepts of substance abuse, recovery, and the impact upon family systems and society. An appropriate integration of the sets of materials will focus on the 12-step method of recovery and methods of relapse prevention.   ","4709","","Resident and Online","3","(PSYC 101 or PSYC 210 or SOCI 201) and PSYC 255","","","2022"
"PSYC 307","Treatment and Recovery of Addictions","This course examines addiction recovery process theory and treatment modes. Students will understand the theoretical basis for treatment by critically assessing treatment outcome research from various approaches and formalize a practical recovery approach plan. Students will explore treatment approaches, gain a working understanding of addictions and begin to develop a practical approach to recovery. The dynamics of addiction recovery will be examined as students consider recovery obstacles for substance and sexual addiction subsets.","4710","","Resident and Online","3","PSYC 305 and (PSYC 101 or PSYC 210) and PSYC 255","<strong>Online Prerequisite:</strong> PSYC 255 and (PSYC 101 or PSYC 210)","","2022"
"PSYC 308","Diagnosis and Treatment of Sexual Addiction","An examination of the definition, neurobiology, etiology, diagnosis and treatment of sexual addiction. Students will explore, from a biblical worldview, gender issues related to sexual addiction and related topics such as marital affairs, pornography and homosexuality.","4711","","Resident and Online","3","PSYC 305 and (PSYC 101 or PSYC 210) and PSYC 255","<strong>Online Prerequisite:</strong> PSYC 255 and (PSYC 101 or PSYC 210)","","2022"
"PSYC 309","Healthy Sexuality","This course provides a foundational understanding of healthy sexuality based on psychological foundations and a biblical worldview. Special attention is given to the biological foundations of sexual development, sexual enrichment, challenges, brokenness, and controversial issues surrounding healthy sexuality.","4712","","Resident and Online","3","PSYC 305 and (PSYC 101 or PSYC 210) and PSYC 255","<strong>Online Prerequisite:</strong> PSYC 255 and (PSYC 101 or PSYC 210)","","2022"
"PSYC 310","Cognitive Psychology","This course investigates the principal theories and contemporary scientific findings in perception, memory, and cognition which includes sensations, attention, knowledge representation, problem solving, reasoning, language, information processing, decision making, creativity, and intelligence.  The course will also focus on disorders of memory, perception, and cognition as well as strategies for improving these processes across development.  The neural basis underlying these processes will be emphasized in the context of real-life situations.","4713","","Online","3","","","","2022"
"PSYC 311","Educational Psychology","Acquaints the student with various learning theorists and models of learning. Focus is on the generation of practical solutions to problems associated with the teaching-learning process.","4714","","Resident","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 312","Social Psychology","Social psychology is the study of how the presence of other people affects individuals’ affect, behavior, and cognition as well as how individuals form opinions and attitudes about other people.  Topics in the course include, for example, functions of the self, theory of cognitive dissonance, attitude and attitude change, conformity, group processes, interpersonal attraction, prosocial behavior, aggression, and prejudice.","4715","","Resident and Online","3","(PSYC 200 or SOCI 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 313","Multicultural Counseling &amp; Res","","4716","","","3","","","","2022"
"PSYC 315","Applied Psychology","This course will give students at the undergraduate level exposure to applying research in practical settings. Students will learn how to take research in several different domains of psychology (i.e. educational, clinical, sports, industrial/ organizational) and come up with ways to integrate that research into real-life settings. One of the main ways psychology students add value in the workplace is by synthesizing research in practical ways that informs practitioners about best practices related to organizational and individual performance.","4717","","Resident","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 316","Industrial and Organizational Psychology","Industrial and Organizational (I/O) Psychology is the application of the scientific study of human behavior and mental processes to work organizations. The major areas of concern for I/O psychologists include recruitment, selection, training, evaluation, motivation, leadership and job attitudes. Additional time will be dedicated to the investigation of human factors engineering and consumer behavior. ","4718","","Resident","3","(PSYC 101 or PSYC 210 or PSYC 200 or GEED 201) and PSYC 255","","","2022"
"PSYC 317","Crisis Intervention","This course offers an understanding of how a crisis can impact the life of an individual and cause a decrease in healthy functioning. A variety of crises are explored, including but not limited to, PTSD, Types of Abuse, Community Disasters, Substance Abuse, Crises of Lethality, Crisis of Loss, and Sexual Assault. In addition, therapeutic interventions and evidence-based practices are identified.","4719","","Resident and Online","3","PSYC 255 and (PSYC 101 or PSYC 210)","<strong>Online Prerequisite:</strong> (PSYC 200 or PSYC 101 or PSYC 210 or GEED 201) and PSYC 255","","2022"
"PSYC 318","Consumer Psychology","Consumer Psychology is the study of individuals, groups, or organizations and the processes they use to select, secure, use, and dispose of products, services, experiences, or ideas to satisfy the wants and needs of the consumer and society.  ","4720","","Resident","3","(PSYC 101 or PSYC 210 or PSYC 200 or GEED 201) and PSYC 255","","","2022"
"PSYC 320","Behavior Modification","The application, implementation, measurement, and evaluation of behavior management techniques in various settings including hospitals, institutions, and schools.","4721","","Resident and Online","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 321","Psychology of Childhood","","4722","","","3","","","","2022"
"PSYC 331","Psychology of Adolescence","","4723","","","3","","","","2022"
"PSYC 335","Psychology of Adulthood","","4724","","","3","","","","2022"
"PSYC 336","Gerontology","The facts of demography describe the background and present status of elderly people in the United States. Then the biological, psychological and sociological factors in aging will be studied to promote an in-depth understanding of the dynamics of aging. The dying-grieving processes, as well as LTC policies and government-sponsored programs are explored.","4725","","Resident and Online","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 341","Psychology of Personality","The major historical and contemporary theories of the origin and development of personality are explored, emphasizing the role of the dynamics of personality.","4726","","Resident and Online","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 345","Exceptional Child","All major areas of exceptionality will be surveyed to provide undergraduate students a first contact with the field of exceptionality from infancy through adolescence. The focus is on theory, empirical research, and interventions related to behavioral, emotional, and cognitive disorders.","4727","","Resident and Online","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 350","Bibliotherapy","Bibliotherapy is a study of the history, methodologies, and applications of the use of therapy through books and as a process of dynamic interaction between the personality of the reader and literature. Literature for children and adolescents is presented as a tool and a backdrop for counseling troubled clients with needs similar to those of characters presented in the literature. Appropriate bibliographies with assigned readings are combined with topics on issues of common concern. Students are given the opportunity to explore personal issues as well as those expected to be encountered in social service settings. ","4728","","Resident","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 351","Multicultural Counseling and Research Issues","Mental health counseling should assist students to take their own backgrounds into account before learning about counseling approaches which center around techniques shown to be multiculturally effective.  The importance of therapist characteristics will be emphasized. Additionally, research leading to the misunderstanding of minority culture members will be critiqued as the value of objective scientific reporting is recognized to be critical to advancement in the mental health field. ","4729","","Resident and Online","3","(PSYC 101 or PSYC 210 or PSYC 200 or GEED 201) and PSYC 255","","","2022"
"PSYC 354","Statistics for the Social Sciences","Introduction to the descriptive statistics and probability, probability distributions, estimation, tests of hypotheses, and visual displays of data with applications in psychology and the other social sciences.","4730","","Resident and Online","3","(PSYC 101 or PSYC 210) and (MATH 115 or MATH 116 or MATH 117 or MATH 121 or MATH 122 or MATH 123 or MATH 125 or MATH 126 or MATH 128 or MATH 130 or MATH 131 or MATH 132 or MATH 200 or MATH 201 or BUSI 230 or MATH 217 or MATH 221 or MATH 231 or MATH 250) and PSYC 255","","","2022"
"PSYC 355","Statistics in Psychology","Introduction to statistical methodology in the social sciences, particularly as related to psychological measurement and development of scientific research studies involving quantitative investigation.","4731","","Resident and Online","3","(PSYC 101 or PSYC 210) and (MATH 115 or MATH 116 or MATH 117 or MATH 121 or MATH 122 or MATH 123 or MATH 125 or MATH 126 or MATH 128 or MATH 130 or MATH 131 or MATH 132 or MATH 200 or MATH 201 or BUSI 230 or MATH 211 or MATH 217 or MATH 221 or MATH 231 or MATH 250) and PSYC 354 and PSYC 255","","","2022"
"PSYC 356","Introduction to Qualitative Research","An overview of qualitative research methods and qualitative data analysis. The course introduces the student to the logic and process of qualitative research, to four specific qualitative research methods - phenomenology, ethnography, case study, and grounded theory - and the basics of analyzing qualitative data.","4732","","Resident","3","(PSYC 101 or PSYC 200 or PSYC 210 or GEED 201) and PSYC 255","","","2022"
"PSYC 360","Psychology of Wisdom Tradition","","4733","","","3","","","","2022"
"PSYC 361","Marriage and Family","This course examines the research from the social sciences, showing the benefits of marriage to those married and to society at large, as well as the biblical basis for marriage and family. The course also investigates the research regarding family strength, incorporates instruction relating to preparation for marriage, and offers marital and family enrichment.","4734","","Resident","3","PSYC 255 and (PSYC 101 or PSYC 210)","","","2022"
"PSYC 365","Psychological Foundations of Learning","A study of human learning, including examination of conditioning, modeling, cognitive development, and high level thought processes. Models of behaviorism, social learning, cognitive development, memory, motivation, and attribution theories will be evaluated.","4735","","Resident and Online","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 371","Theories in Counseling and Psychotherapy","The principal current theoretical approaches to counseling and psychotherapy represented and evaluated. Exploration of techniques and methods in group and individual counseling. ","4736","","Resident and Online","3","PSYC 341 and PSYC 255 and (PSYC 101 or PSYC 210)","","","2022"
"PSYC 380","Physiological Psychology","This course is designed to investigate the most recent findings in the area of physiological psychology. Topics of study will concern basic information about the nervous system, sensory systems, physiological bases of behaviors and the development of learning and memory.","4737","","Resident and Online","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255 and (RSCH 201 or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80)","<strong>Online Prerequisite:</strong> (PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","2022"
"PSYC 401","History and Systems of Psychology","The history of psychology from its beginnings in early philosophical thought to the present. Emphasis is on the last century of developments in the field, the life, and works of historically eminent psychologists.","4738","","Resident","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 405","Group Dynamics","The study of human personality in relationship to other persons, singularly and in groups. The application of the principles of group dynamics to business, industry, public and private life will be examined in theory and demonstrated with exercises.","4739","","Resident and Online","3","(PSYC 200 or PSYC 210 or PSYC 101 or GEED 201) and PSYC 255","","","2022"
"PSYC 406","Addictions and the Recovery Process","This course provides to students knowledge of addictions and the recovery process.  Students will learn about dual diagnosis, co-morbid issues, adjunctive treatment and support, addiction and special populations (women, adolescents, same-sex attraction, etc.), codependency, relapse prevention, crisis management and counseling and HIV.","4740","","Resident","3","(PSYC 101 or PSYC 210) and PSYC 255 and PSYC 306","","","2022"
"PSYC 407","Addictions Groups, Ethics and the Community","This course focuses on the issues of group counseling and dynamics, client and community, education and ethics.  Students will learn both didactic and psychodynamic group counseling skills.  Learning groups will prepare a program of client and community education focused on substance abuse prevention.  Students will also learn about ethical issues in substance abuse treatment.","4741","","Resident","3","PSYC 371 and PSYC 406 and PSYC 255 and (PSYC 101 or PSYC 210)","","","2022"
"PSYC 410","Psychology of Religion","A challenge to examine the role psychology plays in religious beliefs. Students with analyze and evaluate assigned texts and novels comparing aspects of ten religions and how psychological theories coincide with each system.","4742","","Resident","3","(PSYC 101 or PSYC 210 or PSYC 200 or GEED 201) and PSYC 255","","","2022"
"PSYC 420","Psychology and Christianity","This course explores the relationship between Christian theology and the science of psychology. Students will focus on philosophical foundations and the major models of conceptualizing the relationship between the two disciplines.","4743","","Resident and Online","3","(PSYC 200 or PSYC 101 or PSYC 210 or GEED 201) and PSYC 255","","","2022"
"PSYC 421","Psychological Measurement","A study of standardized tests in psychology, counseling and education. Includes personality, aptitude, general ability, achievement and interest tests. Elementary statistics necessary to test usage and interpretation will be a part of the course.","4744","","Resident and Online","3","PSYC 355 and PSYC 255 and (PSYC 101 or PSYC 210)","","","2022"
"PSYC 425","Psychology of Criminal Behavior","","4745","","Resident","3","(PSYC 101 and PSYC 341) or (PSYC 210 and PSYC 345) or (PSYC 341 and SOCI 200) or (PSYC 200 and PSYC 341) and PSYC 255","","","2022"
"PSYC 430","Abnormal Psychology","A study of neurotic and psychotic behavior including origin, classification, symptoms and a survey of diagnosis, therapy and prevention.","4746","","Resident and Online","3","PSYC 255 and (PSYC 101 or PSYC 210)","","","2022"
"PSYC 440","Experimental Design in Research: Application and Construction","Acquaints the prospective research experimentalist in the behavioral sciences with a number of the basic principles used in the construction of experimental designs. ","4747","","Resident","3","PSYC 355 and PSYC 255 and (PSYC 101 or PSYC 210)","","","2022"
"PSYC 450","Children in Healthcare","This course will provide a foundational knowledge of the impact of medical illness/injury on the developmental and psychosocial well being of children, adolescents, and their families within health care. Students will gain an understanding of therapeutic interventions utilized to help reduce the negative impact of illness and increase the child/family's ability to cope. Core areas discussed include: psycho-education, therapeutic/supportive uses of play and expressive arts, death and dying, the health-care environment, family centered care, developmental stressors, and cultural and spiritual issues.","4748","Successful completion of Children in Healthcare will meet the child life course criteria outlined by the Child Life Council. Students interested in pursuing the Child Life Professional Certification Examination are responsible for meeting with the professor after the completion of the course to complete their verification form.","Resident and Online","3","PSYC 255 and (PSYC 101 or PSYC 210)","<strong>Online Prerequisite:</strong> PSYC 210 and PSYC 221","","2022"
"PSYC 460","Counseling Processes and Techniques","Counseling theories, techniques, and practices are presented in an experiential group-practice manner. Students are introduced to a variety of counseling issues and therapeutic techniques at a level commensurate with senior status and entry into the community workplace.","4749","","Resident","3","PSYC 341 and PSYC 371 and PSYC 255 and (PSYC 101 or PSYC 210)","","","2022"
"PSYC 475","Psychology of Criminal Behavior","An examination of the factors that contribute to criminal behavior, including various psychopathological and sociological aspects. ","4750","","Resident and Online","3","PSYC 341 and (PSYC 101 or PSYC 210) and PSYC 255","","","2022"
"PSYC 491","Capstone in Psychology","PSYC 491 is a capstone course that junior and senior students may take as an alternative to an internship experience. Selected topics in psychology will be treated at an advanced level and require the application of psychological theories, biblical worldview, and personal reflection. Observation experience will be acquired in clinical settings via online meetings and recorded counseling sessions.","4751","","Online","3","PSYC 255 and (PSYC 101 or PSYC 200 or PSYC 210 or GEED 201)","","","2022"
"PSYC 495","Directed Research","Students will engage in directed research in the field of psychology under the supervision of a faculty member.","4752","","Resident","1","(PSYC 101 or PSYC 200 or PSYC 210 or GEED 201) and PSYC 255","","","2022"
"PSYC 497","Special Topics in Psychology","An examination and evaluation of moral and ethical concepts and principles as they relate to the field of psychology. A wide range of subjects will be discussed including counseling intervention systems, the exceptional child, vocational development and human development.","4753","","Resident and Online","3","(PSYC 200 or PSYC 101 or PSYC 210 or GEED 201) and PSYC 255","","","2022"
"PSYC 498","Senior Project","Junior or Senior majors in Psychology will engage in a formal project of research, calling upon their previous courses in statistics and research methods, to produce a detailed project as a written capstone to a Psychology education. ","4754","","Resident and Online","3","PSYC 355 and PSYC 440","","","2022"
"PSYC 499","Internship","Select topics in psychology will be applied at an advanced level. Students will enhance their knowledge of psychology through experience-based learning opportunities.","4755","","Resident and Online","1","(PSYC 101 or PSYC 200 or PSYC 210 or GEED 201) and PSYC 255","","","2022"
"PSYC 510","Research Methods and Statistics in Psychology I","Overview of research methodology and statistical techniques for psychological research.  Emphasis on the three basic types of research - descriptive, predictive, and experimental.  Also, addresses ethics in research.  A computer package is used for analysis of data. (Crosslisted with <a href=""/search/?p=MSPS%20500"" data-action=""result-detail"" data-group=""code:MSPS 500"" >MSPS 500</a>).","4756","","Online","3","","","","2022"
"PSYC 512","Social Psychology","Examination of scientific literature involving individual behavior in relation to social contexts. Topics include attribution, social perception, socialization, attitude formation/change, group dynamics, prosocial behavior, aggression, social influence, and applications. (Crosslisted with <a href=""/search/?p=MSPS%20513"" data-action=""result-detail"" data-group=""code:MSPS 513"" >MSPS 513</a>)","4757","","Online","3","","","","2022"
"PSYC 515","Research Methods and Statistics in Psychology II","This course examines advanced research methodology and statistical techniques for psychological research.  This course equips students to design, conduct, and present research using APA formatting guidelines.  A computer software package is used for analysis of data. (Crosslisted with <a href=""/search/?p=MSPS%20505"" data-action=""result-detail"" data-group=""code:MSPS 505"" >MSPS 505</a>)","4758","","Online","3","PSYC 510","","","2022"
"PSYC 516","Industrial/Organizational Psychology","Exploration of current theory and research in industrial/organizational psychology. Focus on talent acquisition and management, leadership, job attitudes, and organizational development. (Crosslisted with <a href=""/search/?p=MSPS%20526"" data-action=""result-detail"" data-group=""code:MSPS 526""  class=""notoffered"">MSPS 526</a>)","4759","","Online","3","","","","2022"
"PSYC 520","Psychology and Christianity","Exploration of the relationship between psychological science and Christian faith. Topics include philosophical foundations and models of conceptualizing the relationship between the disciplines. (Crosslisted with <a href=""/search/?p=MSPS%20521"" data-action=""result-detail"" data-group=""code:MSPS 521"" >MSPS 521</a>)","4760","","Online","3","","","","2022"
"PSYC 525","Developmental Psychology","Advanced study of developmental processes across the lifespan. Examination of theories and current research in physical, mental, emotional, and social domains. Special consideration given to varying social situations and cultural contexts. (Crosslisted with <a href=""/search/?p=MSPS%20540"" data-action=""result-detail"" data-group=""code:MSPS 540"" >MSPS 540</a>)","4761","","Online","3","","","","2022"
"PSYC 541","Introduction to Public Mental Health: Theories, Practice, and Prevention.","This course provides students with an overview of the theoretical background, practice, and prevention strategies used in mental health care. Topics include the need for community mental health care, trends in utilization, and predictors of mental health treatment-seeking in community settings. Special emphasis is placed on the impact of stigma in the community, the treatment gap, and barriers to care.","4762","","Online","3","","","","2022"
"PSYC 545","Test Construction/Validation","Discussion of principles to produce and improve tests and assessments of knowledge, skills, and other psychological constructs.  A focus on techniques for evaluating existing measures for reliability and validity evidence and guidelines for the rigorous development of new instruments.","4763","","Online","3","PSYC 510","","","2022"
"PSYC 565","Psychology of Learning","Advanced study of associative learning. Special emphasis on instrumental conditioning, motivation, and affect as they relate to the field of developmental psychology. (Crosslisted with <a href=""/search/?p=MSPS%20570"" data-action=""result-detail"" data-group=""code:MSPS 570"" >MSPS 570</a>)","4764","","Online","3","","","","2022"
"PSYC 575","Cognitive Psychology","Discussion of theory and research in cognitive psychology. Topics include attention, memory, language, learning, reasoning, and decision-making. (Crosslisted with <a href=""/search/?p=MSPS%20531"" data-action=""result-detail"" data-group=""code:MSPS 531"" >MSPS 531</a>)","4765","","Online","3","","","","2022"
"PSYC 620","Intervention and Behavior Support","Discussion of traditional and contemporary intervention strategies. Special emphasis on evidence-based practices and application to real-world scenarios. (Crosslisted with <a href=""/search/?p=MSPS%20625"" data-action=""result-detail"" data-group=""code:MSPS 625"" >MSPS 625</a>)","4766","","Online","3","","","","2022"
"PSYC 621","Child Psychology","Advanced study of developmental processes from conception until adolescence. Focus on contemporary research in biological, cognitive, and socio-emotional development. (Crosslisted with <a href=""/search/?p=MSPS%20627"" data-action=""result-detail"" data-group=""code:MSPS 627"" >MSPS 627</a>)","4767","","Online","3","PSYC 525","","","2022"
"PSYC 631","Adolescent Psychology","Advanced study of developmental processes during adolescence. Focus on contemporary research in biological, cognitive, and socio-emotional development. (Crosslisted with <a href=""/search/?p=MSPS%20637"" data-action=""result-detail"" data-group=""code:MSPS 637"" >MSPS 637</a>)","4768","","Online","3","PSYC 525","","","2022"
"PSYC 635","Adult Psychology","Advanced study of developmental processes in adulthood. Focus on contemporary research in various domains, such as work, marriage and family, personality, cognition, and physical change. (Crosslisted with <a href=""/search/?p=MSPS%20647"" data-action=""result-detail"" data-group=""code:MSPS 647"" >MSPS 647</a>)","4769","","Online","3","PSYC 525","","","2022"
"PSYC 636","Geropsychology","Review of empirical literature in gerontology. Topics include cognition, personality and adjustment, physical change, social roles, and more. (Crosslisted with <a href=""/search/?p=MSPS%20657"" data-action=""result-detail"" data-group=""code:MSPS 657"" >MSPS 657</a>)","4770","","Online","3","PSYC 525","","","2022"
"PSYC 640","Organizational Behavior and Development","Discussion of organization theories and organizational change. Consideration also given to group structure and processes. (Crosslisted with <a href=""/search/?p=MSPS%20646"" data-action=""result-detail"" data-group=""code:MSPS 646"" >MSPS 646</a>)","4771","","Online","3","PSYC 516 or PSYC 716","","","2022"
"PSYC 641","Public Mental Health from Patients to Systems","Students will explore mental health care in individuals, organizations, and systems. The primary focus will be on practical skills within each of the three levels of care delivery within the context of case management and patient navigation as well as community-based support. Mental health care topics explored include historical trends in U.S. mental health care, governance and financing, quality and outcomes of care, and services and treatments across the life span.","4772","","Online","3","PSYC 541","","","2022"
"PSYC 642","Human Resource Training and Development","Evaluation of techniques for training and motivating personnel. Focus on design, implementation, and evaluation of training, continuing education, and staff development programs, looking to organizational improvement. (Crosslisted with <a href=""/search/?p=MSPS%20650"" data-action=""result-detail"" data-group=""code:MSPS 650""  class=""notoffered"">MSPS 650</a>)","4773","","Online","3","PSYC 516","","","2022"
